,linqmap_type,linqmap_subtype,pubDate,linqmap_reportDescription,linqmap_city,linqmap_street,linqmap_roadType,linqmap_reportRating,linqmap_magvar,linqmap_reliability,update_date,x,y
15277,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:50:05.000,,,6 דרום,3,5,199,6,2022-05-18 08:53:03.036,196158.74000000025,678483.1400000006
15275,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-17 21:00:00.000,,כפר סבא,בן גוריון,2,0,0,6,2022-05-18 08:53:03.036,191484.1399999997,675480.1400000006
15276,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:44:23.000,,תל אביב - יפו,שד רוקח,2,5,267,5,2022-05-18 08:53:03.036,179912.53000000026,667357.8200000003
15280,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:40:00.000,,,5700,7,5,182,5,2022-05-18 08:53:03.037,191518.36000000036,696807.0800000001
15279,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:10:46.000,,,20 איילון דרום,3,5,196,6,2022-05-18 08:53:03.037,181518.3799999999,667509.3200000003
15278,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:51:10.000,,,ל-481 פתח תקווה,4,5,18,5,2022-05-18 08:53:03.037,185733.4699999997,666496.3499999996
15307,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:19:05.000,,תל אביב - יפו,יוניצמן,2,5,291,8,2022-05-18 08:53:03.038,181138.6299999999,672144.7300000004
15306,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:44:02.000,,,2 צפון,6,5,28,6,2022-05-18 08:53:03.038,181973.51999999955,673446.8800000008
15305,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:28:38.000,,,40,6,5,182,5,2022-05-18 08:53:03.038,191103.8899999997,655372.5399999991
15304,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20.000,,תל אביב - יפו,שתולים,1,0,0,7,2022-05-18 08:53:03.038,180759.6799999997,661531.8699999992
15303,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:50:45.000,,בני ברק,זאב זבוטינסקי,2,5,270,5,2022-05-18 08:53:03.038,185499.6299999999,666637.7300000004
15302,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 05:00:00.000,חסר מידע,,,0,0,0,10,2022-05-18 08:53:03.038,178825.86000000034,665089.1799999997
15301,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-09 18:41:55.000,,יהוד-מונוסון,תמר,1,0,0,10,2022-05-18 08:53:03.038,188285.58999999985,659377.2899999991
15300,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-18 08:53:03.038,178626.95999999996,663024.7799999993
15299,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-04 18:24:21.000,,יהוד-מונוסון,,1,0,0,9,2022-05-18 08:53:03.038,189608.8799999999,659721.5999999996
15298,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:37:11.000,,רמת גן,שדרות ירושלים,2,5,272,5,2022-05-18 08:53:03.038,183217.34999999963,664667.1600000001
15297,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-11-16 06:00:01.000,,תל אביב - יפו,בן סרוק,1,0,0,10,2022-05-18 08:53:03.038,179748.33000000007,666135.5099999998
15296,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:28:32.000,,,444 דרום,7,5,202,5,2022-05-18 08:53:03.038,198353.16999999995,680805.9900000002
15295,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-05 13:08:13.000,,תל אביב - יפו,רוני,1,0,0,10,2022-05-18 08:53:03.038,180468.24000000025,661860.9900000002
15294,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:45:31.000,,תל אביב - יפו,הרכבת,2,5,75,5,2022-05-18 08:53:03.038,179075.0700000003,663458.2300000004
15293,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:06:34.000,,תל אביב - יפו,,2,0,0,10,2022-05-18 08:53:03.038,177395.46999999974,662145.5199999996
15292,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:51:39.000,,,4 דרום,3,5,194,5,2022-05-18 08:53:03.038,189857.6500000004,684407.2300000004
15291,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:33:38.000,,גבעתיים,ברדיצבסקי,1,5,272,5,2022-05-18 08:53:03.038,182315.5599999996,664463.5299999993
15290,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:36:54.000,,,444 דרום,6,5,197,6,2022-05-18 08:53:03.038,194961.7000000002,664146.8100000005
15289,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:49:40.000,,תל אביב - יפו,דרך שלמה,2,5,103,5,2022-05-18 08:53:03.038,179305.7999999998,662389.5800000001
15288,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:25:58.000,,,40 צפון,6,5,24,6,2022-05-18 08:53:03.038,179542.88999999966,638002.5399999991
15287,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:42:37.000,,,562,7,5,182,5,2022-05-18 08:53:03.038,193678.4699999997,688843.6199999992
15286,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-14 19:43:34.000,,יהוד-מונוסון,נורדאו,1,0,0,10,2022-05-18 08:53:03.038,189948.21,659628.6099999994
15285,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:49:37.000,,,5 מערב,3,2,281,8,2022-05-18 08:53:03.038,191783.01999999955,669709.4100000001
15284,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:47:08.000,,פתח תקווה,"י""ד הבנים",2,5,228,5,2022-05-18 08:53:03.038,189330.50999999975,664715.7899999991
15283,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:24:57.000,,,"ל- כפר סבא, רעננה",4,5,149,7,2022-05-18 08:53:03.038,189387.9699999997,678122.6500000004
15282,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:19:50.000,,תל אביב - יפו,דרך נמיר,2,5,193,7,2022-05-18 08:53:03.038,180971.2999999998,671184.9199999999
15281,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:46:16.000,,,444 דרום,6,5,183,5,2022-05-18 08:53:03.038,194266.75999999975,670189.4900000002
15308,JAM,,2022-05-18 08:01:05.000,,,4 צפון,3,5,59,10,2022-05-18 08:53:03.041,179533.50999999978,651973.5899999999
15309,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:23:06.000,,,"ל- כפר סבא, רעננה",4,5,148,7,2022-05-18 08:53:03.044,189505.36000000036,677927.3599999994
15310,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:23:37.000,,תל אביב - יפו,שונצינו,1,5,201,6,2022-05-18 08:53:03.046,180052.58000000007,663641.7200000007
15312,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:37:13.000,,תל אביב - יפו,2040,2,5,188,7,2022-05-18 08:53:03.047,180637.7999999998,671474.3900000006
15313,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:45:12.000,,,ל-1 תל אביב,4,5,30,5,2022-05-18 08:53:03.047,183122.66000000012,658128.0899999999
15311,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:36:55.000,,,1 מערב,3,5,317,6,2022-05-18 08:53:03.047,185461.7199999997,656541.3599999994
15315,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:40:02.000,,,471 מזרח,6,5,83,6,2022-05-18 08:53:03.048,194395.11000000036,663896.3399999999
15314,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:22:59.000,,,553 מערב,6,5,261,6,2022-05-18 08:53:03.048,190132.1900000004,684710.0299999993
15316,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-06 19:51:28.000,,אור יהודה,,1,0,0,10,2022-05-18 08:53:03.049,186004.1399999997,659312.2799999993
15317,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:26:10.000,,נס ציונה,ויצמן,2,5,154,6,2022-05-18 08:53:03.049,181057.25999999975,647525.1500000004
15318,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-20 19:00:02.000,,אור יהודה,דוד אלעזר,1,0,0,10,2022-05-18 08:53:03.049,187498.5599999996,659374.9499999993
15319,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:25:15.000,,רמת גן,הירדן,2,5,7,5,2022-05-18 08:53:03.049,183924.73000000045,662929.1300000008
15320,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-18 08:53:03.050,177386.4299999997,662058.9399999995
15321,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:46:37.000,,,,4,5,67,6,2022-05-18 08:53:03.050,189389.25,664110.3200000003
15322,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:45:24.000,,,6 צפון,3,5,37,6,2022-05-18 08:53:03.050,184816.25,635540.4800000004
15323,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 09:20:12.000,,תל אביב - יפו,,2,0,0,10,2022-05-18 08:53:03.050,179107.7000000002,663112.9000000004
15324,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:25:44.000,,פתח תקווה,העצמאות,2,5,91,5,2022-05-18 08:53:03.050,188955.7000000002,664629.8300000001
15325,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:48:11.000,,חולון,ויצמן,2,4,45,5,2022-05-18 08:53:03.051,178577.33000000007,658707.2599999998
15326,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:19:40.000,,,4 דרום,3,5,231,10,2022-05-18 08:53:03.051,186602.3799999999,670251.3100000005
15327,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:41:22.000,,,1 מזרח,3,5,130,10,2022-05-18 08:53:03.051,180403.83999999985,660803.0999999996
15328,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-12 08:45:04.000,,רמת השרון,הנצח,1,0,0,10,2022-05-18 08:53:03.051,185861.98000000045,672598.8100000005
15330,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:18:42.000,,,1 מערב,3,4,308,7,2022-05-18 08:53:03.052,184906.0499999998,657061.1099999994
15331,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-18 08:53:03.052,177412.58000000007,662309.3499999996
15329,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:42:53.000,,הרצליה,בני בנימין,1,5,210,5,2022-05-18 08:53:03.052,185183.46,675516.1799999997
15332,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:34:04.000,,חולון,שד דב הוז,2,5,269,6,2022-05-18 08:53:03.054,177885.25999999978,658998.75
15333,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:39:03.000,,,4 דרום,6,5,189,6,2022-05-18 08:53:03.054,190851.6500000004,690198.4499999993
15334,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:40:57.000,,קריית אונו,לוי אשכול,2,5,3,5,2022-05-18 08:53:03.054,187343.46,662256.9499999993
15335,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:46:31.000,,תל אביב - יפו,אבן גבירול,2,5,8,5,2022-05-18 08:53:03.054,179641.73000000045,666325.8800000008
15339,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:50:53.000,,,6 צפון,3,5,20,5,2022-05-18 08:53:03.055,199348.08999999985,685296.5500000007
15336,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-22 15:00:03.000,,אור יהודה,הכלנית,1,0,0,10,2022-05-18 08:53:03.055,187663.8200000003,659810.7899999991
15337,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:48:54.000,,פתח תקווה,דרך ירושלים,6,5,166,6,2022-05-18 08:53:03.055,190884.8099999996,665682.4399999995
15338,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:44:11.000,,קריית אונו,רב אלוף יעקב דורי,2,5,290,6,2022-05-18 08:53:03.055,186740.6399999997,661816.6600000001
15340,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:38:58.000,,,4 צפון,3,5,19,5,2022-05-18 08:53:03.055,180569.0499999998,653997.1199999992
15341,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:51:17.000,,,4 צפון,3,5,20,5,2022-05-18 08:53:03.055,173128.66999999993,641491.1300000008
15345,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:37:17.000,,,6 צפון,3,5,32,6,2022-05-18 08:53:03.057,187657.9299999997,639652.7400000002
15344,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:23:50.000,,,40 צפון,6,5,345,5,2022-05-18 08:53:03.057,190961.5700000003,665413.3499999996
15346,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:39:28.000,,,ל-20 איילון דרום,4,5,53,5,2022-05-18 08:53:03.057,180980.58000000007,665525.0500000007
15342,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:24:24.000,,,ל-4 חיפה,4,5,265,7,2022-05-18 08:53:03.057,185198.24000000025,663615.7300000004
15343,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:22:00.000,,פרדסיה,הנשיא,2,5,282,5,2022-05-18 08:53:03.057,191107.11000000036,690077.7200000007
15347,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:51:26.000,,הוד השרון,דרך רמתיים,2,5,147,5,2022-05-18 08:53:03.057,190579.49000000025,671277.3200000003
15348,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:28:42.000,,,2 צפון,6,5,28,10,2022-05-18 08:53:03.058,182005.4299999997,673504.3200000003
15349,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:35:53.000,,גבעתיים,דרך השלום,2,5,355,5,2022-05-18 08:53:03.059,181515.9400000004,664017.2200000007
15350,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:36:30.000,,רמת השרון,משה סנה,2,5,217,7,2022-05-18 08:53:03.059,184119.5700000003,670794.7599999998
15351,JAM,,2022-05-18 08:41:20.000,,,ל- רעננה (רח בן גוריון),4,5,269,5,2022-05-18 08:53:03.059,187821.8099999996,675474.5899999999
15352,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:46:00.000,,,ל-20 תל אביב-יפו (ד איילון),4,5,167,5,2022-05-18 08:53:03.060,182153.25,671751.8800000008
15353,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:51:03.000,,,4 דרום,3,5,195,5,2022-05-18 08:53:03.061,189778.6799999997,684082.2799999993
15354,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:32:36.000,,,4 דרום,6,5,189,5,2022-05-18 08:53:03.061,191198.5700000003,692317.1699999999
15355,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:32:22.000,,חולון,מקווה ישראל,2,5,282,5,2022-05-18 08:53:03.061,179282.65000000037,659512.2300000004
15356,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:27:23.000,,גת רימון,האילנות,2,5,87,5,2022-05-18 08:53:03.062,189117.4400000004,663963.1999999993
15357,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:43:36.000,,חולון,ההסתדרות,2,5,277,5,2022-05-18 08:53:03.062,178303.9500000002,658434.6099999994
15358,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:27:00.000,,,5714,7,5,199,6,2022-05-18 08:53:03.062,200400.16999999995,692664.5299999993
15359,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:29:08.000,,בת ים,נעמי שמר,2,5,42,5,2022-05-18 08:53:03.062,175565.15000000037,657104.2699999996
15360,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:37:15.000,,תל אביב - יפו,עליית הנוער,2,5,359,7,2022-05-18 08:53:03.062,181298.08999999985,664393.5199999996
15361,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-18 08:53:03.063,178678.98000000045,665826.8399999999
15362,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-08 13:00:00.000,,,ל- שד רבין,4,0,0,6,2022-05-18 08:53:03.063,177015.08000000007,654349.8800000008
15363,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:29:34.000,,,444,6,5,198,7,2022-05-18 08:53:03.063,195498.9699999997,665267.3300000001
15366,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:25:25.000,,,"ל-531 ראש העין, כפר סבא, כביש 6",4,5,194,10,2022-05-18 08:53:03.064,184176.6900000004,678067.5199999996
15364,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:18:14.000,,,2 דרום,3,5,190,10,2022-05-18 08:53:03.064,183079.53000000023,678243.0
15365,JAM,,2022-05-18 08:35:34.000,,,2 דרום,3,5,123,6,2022-05-18 08:53:03.064,188281.1200000001,695964.2699999996
15367,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:17:30.000,,,55,6,5,252,6,2022-05-18 08:53:03.065,198635.66999999995,676039.8000000007
15368,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:42:27.000,,,6 דרום,3,5,197,10,2022-05-18 08:53:03.065,201022.6299999999,694315.2300000004
15369,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:44:41.000,,,6 דרום,3,5,172,6,2022-05-18 08:53:03.065,196197.9299999997,676401.6600000001
15370,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:04:45.000,,,2 דרום,3,5,183,10,2022-05-18 08:53:03.065,187568.5700000003,691376.5999999996
15371,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:49:21.000,,גבעתיים,ויצמן,2,5,359,5,2022-05-18 08:53:03.066,182076.08999999985,663842.1099999994
15372,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-20 19:00:02.000,,אור יהודה,דוד אלעזר,1,0,0,10,2022-05-18 08:53:03.066,187492.6399999997,659382.8399999999
15373,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:45:53.000,,פתח תקווה,יחיאל מיכל פינס,2,5,230,5,2022-05-18 08:53:03.066,189447.6900000004,664812.5999999996
15374,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:34:55.000,,,6 דרום,3,5,201,6,2022-05-18 08:53:03.066,199935.1799999997,686946.8399999999
15375,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:29:24.000,,גבעתיים,,2,5,320,6,2022-05-18 08:53:03.066,181545.59999999963,663740.6500000004
15376,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-15 18:24:40.000,,ראשון לציון,שלמה לוי,1,0,0,10,2022-05-18 08:53:03.066,183741.01999999955,652595.0
15377,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:41:06.000,,רמת גן,בן גוריון,2,5,25,5,2022-05-18 08:53:03.067,183269.53000000023,665585.5899999999
15382,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:34:39.000,,תל אביב - יפו,דרך נמיר,2,5,171,5,2022-05-18 08:53:03.068,180537.0700000003,668152.8800000008
15383,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:37:31.000,,גבעת שמואל,יהודה הלוי,1,5,297,5,2022-05-18 08:53:03.068,185874.01999999955,665347.75
15381,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:50:45.000,,,40 דרום,6,5,266,5,2022-05-18 08:53:03.068,188682.3799999999,647541.1699999999
15380,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:26:33.000,,פתח תקווה,מרטין גהל,2,5,1,6,2022-05-18 08:53:03.068,186140.83999999985,667370.3000000007
15379,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:24:49.000,,,,4,5,357,5,2022-05-18 08:53:03.068,179898.03000000026,651992.6099999994
15378,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:47:16.000,,גבעתיים,ויצמן,2,5,359,5,2022-05-18 08:53:03.068,182079.71,664287.5500000007
15384,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:04:28.000,,,461 מערב,6,5,279,10,2022-05-18 08:53:03.070,186806.21,660145.1600000001
15385,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:45:10.000,,בני ברק,"אדמו""רי שאץ",1,5,109,5,2022-05-18 08:53:03.070,185232.76999999955,664647.2300000004
15386,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:25:45.000,,גבעתיים,יצחק רבין,2,5,295,8,2022-05-18 08:53:03.070,182867.7199999997,663511.5399999991
15387,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:44:37.000,,,7 מזרח,3,5,99,10,2022-05-18 08:53:03.072,179806.1900000004,633890.3300000001
15388,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-18 08:53:03.072,178491.23000000045,663020.3100000005
15389,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:23:28.000,,,,2,3,359,5,2022-05-18 08:53:03.072,180540.25,657643.4800000004
15390,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:29:33.000,,פרדסיה,הצנחנים,2,5,286,7,2022-05-18 08:53:03.072,191539.28000000023,689962.5299999993
15391,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:50:56.000,,,423,6,5,188,5,2022-05-18 08:53:03.072,182508.58000000007,647812.9800000004
15392,JAM,,2022-05-18 08:48:58.000,,,443 מערב,6,5,290,7,2022-05-18 08:53:03.072,199984.16999999995,648170.0700000003
15393,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:38:24.000,,,443 מערב,6,5,293,5,2022-05-18 08:53:03.072,199753.2199999997,648261.3200000003
15394,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:19:37.000,,פתח תקווה,דרך שלמה שמלצר,2,5,265,6,2022-05-18 08:53:03.072,186252.46,667498.7400000002
15395,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:36:16.000,,,"ל-פתח תקווה (רח זרובבל), גני תקווה",4,5,297,5,2022-05-18 08:53:03.072,189707.01999999955,664121.6500000004
15396,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:46:36.000,,,6 דרום,3,5,185,6,2022-05-18 08:53:03.072,193970.8700000001,666886.5899999999
15399,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:14:43.000,,,4 דרום,3,3,195,8,2022-05-18 08:53:03.073,187967.7199999997,670838.0899999999
15397,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:48:13.000,,,20 איילון דרום,3,5,198,5,2022-05-18 08:53:03.073,182504.2199999997,673226.5299999993
15398,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:37:49.000,,גבעתיים,"רמב""ם",2,5,285,5,2022-05-18 08:53:03.073,181593.61000000036,664184.8200000003
15400,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:25:56.000,,,,4,5,38,5,2022-05-18 08:53:03.074,179442.34999999963,660822.4800000004
15401,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:49:40.000,,אור יהודה,יהדות קנדה,2,5,348,5,2022-05-18 08:53:03.074,186980.41000000012,658608.6400000006
15402,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:50:39.000,,,ל- רעננה (רח בן גוריון),4,5,117,5,2022-05-18 08:53:03.074,187423.9500000002,675468.8900000006
15403,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-30 15:40:03.000,,תל אביב - יפו,גואל,1,0,0,10,2022-05-18 08:53:03.074,180135.2000000002,662368.6999999993
15404,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:46:56.000,,גבעתיים,ויצמן,2,5,358,6,2022-05-18 08:53:03.074,182076.9400000004,663790.4299999997
15405,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:29:48.000,,,"ל- שד קק""ל",4,5,179,5,2022-05-18 08:53:03.074,182213.66000000012,669644.4700000007
15406,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:51:08.000,,,4 צפון,3,5,31,5,2022-05-18 08:53:03.075,183859.73000000045,659380.8200000003
15407,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:26:37.000,,,"ל-20 ראשון לציון (מערב), תל אביב-יפו",4,5,48,8,2022-05-18 08:53:03.075,176753.76999999955,650792.4299999997
15408,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:25:06.000,,,6 צפון,3,5,37,6,2022-05-18 08:53:03.075,185252.5,636109.1500000004
15409,JAM,,2022-05-18 08:49:38.000,,,2 דרום,3,5,194,5,2022-05-18 08:53:03.075,187119.6500000004,688857.5
15412,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-07 19:00:04.000,,הוד השרון,ששת הימים,2,0,0,9,2022-05-18 08:53:03.076,192534.98000000045,673815.4399999995
15410,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:39:04.000,,קריית אונו,בן גוריון,2,1,147,7,2022-05-18 08:53:03.076,186014.03000000023,662727.2799999993
15411,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:22:20.000,,בני ברק,אהרונוביץ,2,5,6,6,2022-05-18 08:53:03.076,184937.33000000007,666345.1099999994
15415,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:26:59.000,,הרצליה,זבוטינסקי,2,5,188,9,2022-05-18 08:53:03.078,184090.4699999997,675726.5800000001
15413,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 09:58:05.000,,תל אביב - יפו,מאנגר איציק,1,0,0,10,2022-05-18 08:53:03.078,179115.53000000026,665875.9800000004
15414,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:26:45.000,,,42 צפון,6,5,26,8,2022-05-18 08:53:03.078,177991.40000000037,646136.1500000004
15416,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-20 17:00:02.000,,תל אביב - יפו,רחל,1,0,0,6,2022-05-18 08:53:03.079,179062.41999999993,665885.5
15417,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:22:20.000,,פתח תקווה,רוטשילד,2,5,341,5,2022-05-18 08:53:03.079,189099.79000000004,665615.1099999994
15418,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-06 19:51:29.000,,אור יהודה,,1,0,0,10,2022-05-18 08:53:03.079,186028.3899999997,659304.3200000003
15419,JAM,,2022-05-18 08:38:13.000,,,41 מזרח,6,5,88,5,2022-05-18 08:53:03.080,168569.23000000045,637437.5600000005
15420,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-17 08:17:56.000,,אור יהודה,יגאל אלון,2,0,0,6,2022-05-18 08:53:03.081,186351.3200000003,660157.3000000007
15421,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:36:56.000,,,42 צפון,6,5,359,5,2022-05-18 08:53:03.081,179866.0700000003,651626.4600000009
15422,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:50:34.000,,רמת השרון,משה סנה,2,5,211,5,2022-05-18 08:53:03.081,184329.83000000007,671129.6300000008
